"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","uID","FullSampleName","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","FHB.DON.content...ppm.CO_321.0001154","FHB.grain.incidence.....CO_321.0001155","FHB.incidence.....CO_321.0001149","FHB.severity.....CO_321.0001440","FHB.disease.index.....CO_321.0501030"
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85219,"TX21A001072","TX21A001072","TX21A001072","TX21A001072","plot",85385,"SRPN_2025_FHB-PLOT19",1,1,19,NA,NA,"test",NA,4.4,37.7358490566038,80,90,72
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85217,"NE22215","NE22215","NE22215","NE22215","plot",85323,"SRPN_2025_FHB-PLOT2",1,1,2,NA,NA,"test",NA,3.2,24.2718446601942,30,20,6
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84798,"CO21D1790R","CO21D1790R","CO21D1790R","CO21D1790R","plot",85412,"SRPN_2025_FHB-PLOT20",1,1,20,NA,NA,"test",NA,17.5,25.7731958762887,80,80,64
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84843,"CO20SFD019R","CO20SFD019R","CO20SFD019R","CO20SFD019R","plot",85326,"SRPN_2025_FHB-PLOT21",1,1,21,NA,NA,"test",NA,12.7,35.84229390681,80,90,72
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84900,"CO20D108R","CO20D108R","CO20D108R","CO20D108R","plot",85389,"SRPN_2025_FHB-PLOT22",1,1,22,NA,NA,"test",NA,15.2,32.967032967033,80,70,56
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84819,"CO20D036R","CO20D036R","CO20D036R","CO20D036R","plot",85334,"SRPN_2025_FHB-PLOT23",1,1,23,NA,NA,"test",NA,7.2,37.2670807453416,80,80,64
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85097,"OK23D89082X","OK23D89082X","OK23D89082X","OK23D89082X","plot",85388,"SRPN_2025_FHB-PLOT24",1,1,24,NA,NA,"test",NA,8.5,33.3333333333333,80,90,72
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85078,"OK198417C","OK198417C","OK198417C","OK198417C","plot",85401,"SRPN_2025_FHB-PLOT25",1,1,25,NA,NA,"test",NA,4.7,19.8675496688742,70,80,56
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85107,"OK20105","OK20105","OK20105","OK20105","plot",85400,"SRPN_2025_FHB-PLOT26",1,1,26,NA,NA,"test",NA,3.3,28.4552845528455,60,80,48
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85122,"OK20738","OK20738","OK20738","OK20738","plot",85330,"SRPN_2025_FHB-PLOT27",1,1,27,NA,NA,"test",NA,6.7,33.8983050847458,40,80,32
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84977,"OK20708","OK20708","OK20708","OK20708","plot",85375,"SRPN_2025_FHB-PLOT28",1,1,28,NA,NA,"test",NA,4,14.9253731343284,60,80,48
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84752,"24CP900027","24CP900027","24CP900027","24CP900027","plot",85404,"SRPN_2025_FHB-PLOT29",1,1,29,NA,NA,"test",NA,7.2,28.2485875706215,80,80,64
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85021,"NE21503","NE21503","NE21503","NE21503","plot",85366,"SRPN_2025_FHB-PLOT3",1,1,3,NA,NA,"test",NA,10.7,21.7391304347826,60,70,42
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84880,"24CP900022","24CP900022","24CP900022","24CP900022","plot",85395,"SRPN_2025_FHB-PLOT30",1,1,30,NA,NA,"test",NA,3.9,35.9116022099448,70,70,49
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84815,"24CP900017","24CP900017","24CP900017","24CP900017","plot",85335,"SRPN_2025_FHB-PLOT31",1,1,31,NA,NA,"test",NA,5,29.8507462686567,70,80,56
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84989,"24CP900015","24CP900015","24CP900015","24CP900015","plot",85402,"SRPN_2025_FHB-PLOT32",1,1,32,NA,NA,"test",NA,1.8,17.8571428571429,40,60,24
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84907,"KS22HD158","KS22HD158","KS22HD158","KS22HD158","plot",85321,"SRPN_2025_FHB-PLOT33",1,1,33,NA,NA,"test",NA,4.9,15.8371040723982,50,40,20
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84779,"KS22H88","KS22H88","KS22H88","KS22H88","plot",85398,"SRPN_2025_FHB-PLOT34",1,1,34,NA,NA,"test",NA,3.7,15.0602409638554,50,40,20
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84960,"KS21H36","KS21H36","KS21H36","KS21H36","plot",85390,"SRPN_2025_FHB-PLOT35",1,1,35,NA,NA,"test",NA,10.7,26.6272189349112,80,60,48
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84859,"LCH22.9889","LCH22.9889","LCH22.9889","LCH22-9889","plot",85392,"SRPN_2025_FHB-PLOT36",1,1,36,NA,NA,"test",NA,2.4,12.5,80,80,64
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85174,"LCH22.2015","LCH22.2015","LCH22.2015","LCH22-2015","plot",85322,"SRPN_2025_FHB-PLOT37",1,1,37,NA,NA,"test",NA,4.7,14.7058823529412,50,60,30
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85011,"LCH22.1741","LCH22.1741","LCH22.1741","LCH22-1741","plot",85379,"SRPN_2025_FHB-PLOT38",1,1,38,NA,NA,"test",NA,7.5,21.3675213675214,70,80,56
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84869,"LCH22.2408","LCH22.2408","LCH22.2408","LCH22-2408","plot",85357,"SRPN_2025_FHB-PLOT39",1,1,39,NA,NA,"test",NA,5.9,23.9520958083832,50,80,40
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84912,"NE21464","NE21464","NE21464","NE21464","plot",85328,"SRPN_2025_FHB-PLOT4",1,1,4,NA,NA,"test",NA,10.5,29.0697674418605,50,90,45
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84870,"KS150167.19","KS150167.19","KS150167.19","KS150167-19","plot",85345,"SRPN_2025_FHB-PLOT40",1,1,40,NA,NA,"test",NA,1.6,17.9856115107914,80,80,64
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85074,"KS150167.18","KS150167.18","KS150167.18","KS150167-18","plot",85377,"SRPN_2025_FHB-PLOT41",1,1,41,NA,NA,"test",NA,1.8,21.4723926380368,40,70,28
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84775,"KS150167.17","KS150167.17","KS150167.17","KS150167-17","plot",85358,"SRPN_2025_FHB-PLOT42",1,1,42,NA,NA,"test",NA,1.6,21.7391304347826,80,80,64
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85197,"KS170013D.19","KS170013D.19","KS170013D.19","KS170013D-19","plot",85373,"SRPN_2025_FHB-PLOT43",1,1,43,NA,NA,"test",NA,4.1,12.4223602484472,80,90,72
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85117,"JAGALENE","Jagalene","JAGALENE","Jagalene","plot",85360,"SRPN_2025_FHB-PLOT44",1,1,44,NA,NA,"test",NA,1,20.9580838323353,70,70,49
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84698,"TAM.107","TAM.107","TAM.107","TAM 107,TAM-107","plot",85347,"SRPN_2025_FHB-PLOT45",1,1,45,NA,NA,"test",NA,0.4,11.4285714285714,50,70,35
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84659,NA,NA,"SCOUT.66","Scout 66,Scout66,SCOUT 66,SCOUT66","plot",85346,"SRPN_2025_FHB-PLOT46",1,1,46,NA,NA,"test",NA,0,16.3934426229508,5,5,0.25
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84681,"KHARKOF","Kharkof","KHARKOF","Kharkof","plot",85369,"SRPN_2025_FHB-PLOT47",1,1,47,NA,NA,"test",NA,0.1,5.55555555555556,5,5,0.25
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85024,"NE22320","NE22320","NE22320","NE22320","plot",85331,"SRPN_2025_FHB-PLOT48",1,2,48,NA,NA,"test",NA,0.1,5.52486187845304,20,10,2
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85217,"NE22215","NE22215","NE22215","NE22215","plot",85397,"SRPN_2025_FHB-PLOT49",1,2,49,NA,NA,"test",NA,0.6,20.4678362573099,10,10,1
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85101,"NEB.147.53","NEB.147.53","NEB.147.53","NEB-147-53","plot",85374,"SRPN_2025_FHB-PLOT5",1,1,5,NA,NA,"test",NA,7.5,13.2275132275132,40,80,32
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85021,"NE21503","NE21503","NE21503","NE21503","plot",85399,"SRPN_2025_FHB-PLOT50",1,2,50,NA,NA,"test",NA,0.6,9.93377483443709,5,5,0.25
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84912,"NE21464","NE21464","NE21464","NE21464","plot",85320,"SRPN_2025_FHB-PLOT51",1,2,51,NA,NA,"test",NA,2.6,16.304347826087,20,60,12
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85101,"NEB.147.53","NEB.147.53","NEB.147.53","NEB-147-53","plot",85396,"SRPN_2025_FHB-PLOT52",1,2,52,NA,NA,"test",NA,1.6,12.5,40,60,24
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84893,"KS23U8313.D.6.9","KS23U8313.D.6.9","KS23U8313.D.6.9","KS23U8313.D.6.9","plot",85336,"SRPN_2025_FHB-PLOT53",1,2,53,NA,NA,"test",NA,4.3,5,10,10,1
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84985,"KS23U7494.E11.C5.Y22","KS23U7494.E11.C5.Y22","KS23U7494.E11.C5.Y22","KS23U7494.E11.C5.Y22","plot",85394,"SRPN_2025_FHB-PLOT54",1,2,54,NA,NA,"test",NA,1.1,8.67052023121387,20,70,14
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85184,"KS22U7907.13.RS002","KS22U7907.13.RS002","KS22U7907.13.RS002","KS22U7907.13.RS002","plot",85411,"SRPN_2025_FHB-PLOT55",1,2,55,NA,NA,"test",NA,3.5,12.8205128205128,30,70,21
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85207,"KS23U7494.H1.B3","KS23U7494.H1.B3","KS23U7494.H1.B3","KS23U7494.H1.B3","plot",85413,"SRPN_2025_FHB-PLOT56",1,2,56,NA,NA,"test",NA,2.5,13.7931034482759,40,30,12
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84795,"KS22U7321.B2.B7","KS22U7321.B2.B7","KS22U7321.B2.B7","KS22U7321.B2.B7","plot",85340,"SRPN_2025_FHB-PLOT57",1,2,57,NA,NA,"test",NA,3.2,3.6231884057971,30,60,18
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84805,"KS21U7269.C1.B8","KS21U7269.C1.B8","KS21U7269.C1.B8","KS21U7269.C1.B8","plot",85363,"SRPN_2025_FHB-PLOT58",1,2,58,NA,NA,"test",NA,7.1,15.9235668789809,50,60,30
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84990,"TX21M5445","TX21M5445","TX21M5445","TX21M5445","plot",85351,"SRPN_2025_FHB-PLOT59",1,2,59,NA,NA,"test",NA,8.1,28.9017341040462,90,80,72
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84893,"KS23U8313.D.6.9","KS23U8313.D.6.9","KS23U8313.D.6.9","KS23U8313.D.6.9","plot",85344,"SRPN_2025_FHB-PLOT6",1,1,6,NA,NA,"test",NA,5.3,16.9491525423729,20,20,4
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85156,"TX21M5443","TX21M5443","TX21M5443","TX21M5443","plot",85349,"SRPN_2025_FHB-PLOT60",1,2,60,NA,NA,"test",NA,9.8,18.5185185185185,70,80,56
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",84849,"TX21M5173","TX21M5173","TX21M5173","TX21M5173","plot",85382,"SRPN_2025_FHB-PLOT61",1,2,61,NA,NA,"test",NA,5.4,17.3611111111111,50,50,25
2025,327,"Southern Regional Performance Nursery (SRPN)","USDA-ARS regional nursery for hard winter wheat. Consists of approximately 40 entries annually. ",329,"SRPN_2025_FHB","FHB data for the 2025 SRPN","RCBD",NA,NA,NA,NA,NA,NA,NA,259,"College Station, TX",85113,"TX21M5141","TX21M5141","TX21M5141","TX21M5141","plot",85352,"SRPN_2025_FHB-PLOT62",1,2,62,NA,NA,"test",NA,9.7,24.390243902439,80,80,64
